,FPI All / 1045,FPI ж / 696,FPI м / 343,FPI н / 6,FPI повествование / 553,FPI описание / 325,FPI официальный / 167,BIG5 All / 536,BIG5 ж / 338,BIG5 м / 198,BIG5 описание / 261,BIG5 повествование / 203,BIG5 рассуждение / 72
курицах_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
курица_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
курировать_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
кума_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кулик_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кулиса_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
культ_NOUN,1,1,0,0,1,0,0,1,0,1,0,1,0
культорг_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
культуре_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кум_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
купаешься_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
курей_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
купальник_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
купальня_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
купание_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
купец_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
купил_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
курган_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
л.менделеева_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
ла_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
лабиринт_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
лебедь_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
лафик_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
лаффкэ_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
лачети_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
лгать_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
лдружище_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
лебедь_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
лев_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ласточка_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
лева_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
левым_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
легкомысленный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
легкообучаемый_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
легче_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
"леди""вспомнила_VERB",1,1,0,0,0,1,0,0,0,0,0,0,0
ласукову_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ласкательный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
лагерь/_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
лакей_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
ладиться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
ладненько_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
ладно_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
ладошка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
лазаревский_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
лайк_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
лампадка_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
лас_PROPN,1,0,1,0,0,0,1,1,1,0,0,0,1
ландшафтный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
ланка_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
лапочка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
лапусик_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
ларин_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ларченок_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
контора_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
континент_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
контесте_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
казахстан_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
камия_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
камушек_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
камю_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
канализация_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
канарейка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кандидатский_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
капелька_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
капельница_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
капец_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
капец_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
капитошка_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
каплан_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
капучино_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кара_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
карабкаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
каменьщика_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
калуга_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
калина_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кака_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
каим_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
кай_INTJ,1,1,0,0,1,0,0,0,0,0,0,0,0
кайфовая_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
кайфовое_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
кайфую_PROPN,1,0,1,0,1,0,0,1,0,1,0,1,0
как_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
какаду_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
калечить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
какикие_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
каковым_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
какоткин_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
както_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
какуета_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
какя_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
карасей_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
караться_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
карбюраторный_ADJ,1,0,1,0,1,0,0,1,0,1,0,1,0
катастрофа_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
касаемо_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
каска_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
каспийский_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
касса_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
катамаран_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
катаморан_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
катастрофически_ADV,1,0,1,0,1,0,0,1,1,0,0,1,0
картонка_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
катать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
катенька_PROPN,1,1,0,0,1,0,0,1,0,1,0,1,0
катеньке_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
катиться_VERB,1,1,0,0,0,0,1,1,1,0,0,1,0
катрина_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
кать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
карьера_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
картон_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
карга_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
карла_PROPN,1,0,0,1,1,0,0,0,0,0,0,0,0
кардинально_ADV,1,1,0,0,1,0,0,2,2,0,0,2,0
каренин_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
каренину_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
карета_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кариночка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
карл_PROPN,1,0,0,1,1,0,0,0,0,0,0,0,0
карманный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
картинуу_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
карпа_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
каррибах_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
картин_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
картина:-_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
картинг_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
картинке-_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
каие_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
казань_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
катюнь_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
казанский_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
ирка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
ирки_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ирой_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ирония_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
исаковский_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
искалечить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
исключение_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
исключить_VERB,1,0,1,0,0,0,1,2,1,1,1,1,0
искоса_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
искра_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
искренность_NOUN,1,1,0,0,0,1,0,1,1,0,0,1,0
искровавленный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
искусительница_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
искушать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
искушение_NOUN,1,1,0,0,0,1,0,1,1,0,1,0,0
ира_PROPN,1,0,1,0,1,0,0,1,1,0,0,1,0
иператриц_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
иою_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
инттересно_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
интересненькое_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
интернет_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
интерпритация_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
интерсного_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
интерьер_NOUN,1,1,0,0,0,0,1,2,2,0,2,0,0
интроверт_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
иную_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
иотги_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
информатика_NOUN,1,1,0,0,1,0,0,2,0,2,0,2,0
информттрансэлектросталь_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
инцидент_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
иным_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
иных_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
иосиф_PROPN,1,0,1,0,0,1,0,0,0,0,0,0,0
испариться_VERB,1,1,0,0,0,1,0,1,0,1,1,0,0
исписать_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
исполнение_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
"кабан,-_PROPN",1,1,0,0,1,0,0,0,0,0,0,0,0
ия_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
йогурт_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
йорк_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
к.п_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ка_PART,1,1,0,0,1,0,0,0,0,0,0,0,0
ка_VERB,1,0,1,0,0,0,1,0,0,0,0,0,0
кабель_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
ищи_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
кабинка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кавалер_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
кавардак_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кадет_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
кадриль_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
каждодневный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
июль_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ихотела_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
исполнитель_NOUN,1,1,0,0,0,0,1,1,1,0,0,1,0
иссякнуть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
исполняться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
исполосовать_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
испортившей_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
испорченной_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
исправиться_VERB,1,1,0,0,0,0,1,1,0,1,0,1,0
исследовал(а_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
истерика_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
италия_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
истечь_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
истинно_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
исторический_ADJ,1,1,0,0,1,0,0,1,1,0,0,1,0
истосковаться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
исчезать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
исчерпывающий_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
катюнь=_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
катюша_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
контактный_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
коварность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
коллективно_ADV,1,0,1,0,0,0,1,0,0,0,0,0,0
коллизее_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
колодец_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
колос_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
колоссальный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
колпак_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
колье_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
колька_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кольца_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кольцов_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
колюхой_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
коля_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
коля_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
командировочный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
командующий_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
коллаж_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
коленка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
колек_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
козюлька_INTJ,1,1,0,0,1,0,0,0,0,0,0,0,0
когото_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
коготь_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
козерог_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
козловый_ADJ,1,0,0,1,1,0,0,0,0,0,0,0,0
козни_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
козочка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
козявка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
коледже_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кока_NOUN,1,0,1,0,0,1,0,2,0,2,0,1,1
коктейль_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
кол_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
кола_NOUN,1,0,1,0,0,1,0,1,0,1,0,1,0
колдун_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
колдун_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
комбинат_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
комбинат_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
комбинация_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
конец=_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
комсомолка_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
кому-_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
комунальный_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
комуникабельный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
комфортно_ADV,1,0,1,0,1,0,0,1,1,0,1,0,0
конвой_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
конечный_ADJ,1,1,0,0,0,1,0,1,1,0,1,0,0
композиция_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
конешно_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
конкурентноспособный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
конструирование_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
конструкторский_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
конструкция_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
контактировать_VERB,1,1,0,0,0,0,1,0,0,0,0,0,0
компьютеризация_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
композиционный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
комедия_NOUN,1,1,0,0,1,0,0,2,2,0,0,2,0
комод_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
комитет_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
коммерческий_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
коммунальный_ADJ,1,0,1,0,0,1,0,0,0,0,0,0,0
коммунизм_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
коммутативный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
комнатушка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
коморка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
комплексный_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
комочек_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
компас_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
компас_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
компашкой\._NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
компетентный_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
компетенция_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
когды_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
коварно_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
катюшкой_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
"коваленко;""в_PROPN",1,1,0,0,0,0,1,0,0,0,0,0,0
кем-_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
кем_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
кем_NOUN,1,0,0,1,1,0,0,0,0,0,0,0,0
кемнить_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
кент_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
керуан_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
кефир_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кефир_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кешу_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кидать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
кизляр_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
киллер_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
килограм_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
киндер_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
киндеры_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
ке_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
кгода_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
квнщики_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
каша_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
катюшь!:-_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кауказе_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
кафешка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
качаться_VERB,1,0,0,1,1,0,0,0,0,0,0,0,0
качества-_NUM,1,0,1,0,0,0,1,0,0,0,0,0,0
качественнос_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
кашель_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
квна_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
кашире_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кашлять_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
квадратура_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
квартиру:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
квест_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
квин_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
кинжал_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
киношка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кинчик_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
клюше_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
клиентура_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
климат_NOUN,1,1,0,0,1,0,0,1,0,1,0,1,0
клубец_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
клубника_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
клубничный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
клюнуть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
клюши_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
класть_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
клясть_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
книги-_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
книжечка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
кнопе_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кнопочка_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
кнут_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
клеиться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
классно_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
кипяточку_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
кисть_NOUN,1,0,1,0,0,1,0,1,1,0,1,0,0
кира_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кирпич_NOUN,1,0,1,0,1,0,0,1,0,1,0,1,0
кирюха_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
кирюша_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
киснуть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
кисточка_NOUN,1,0,0,1,1,0,0,0,0,0,0,0,0
кисю_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
классик_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
китаец_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
клава_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
клавдия_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
клавиатура_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
кладка_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
класникам_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
лукавство_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
лунин_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
нг_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
навряд_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
наболтаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
набраля_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
набрать.=_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
навалиться_VERB,1,0,0,1,0,1,0,1,1,0,0,1,0
наведение_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
навеки_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
наверное_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
наверстаем_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наверстать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
навес_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
навеселе_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
навивать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
навигация_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
навидит_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наврать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
наболеть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
набок_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
наблюдение_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
н.э_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
мячик_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мёд_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
мёрзнуть_VERB,1,1,0,0,1,0,0,1,1,0,0,1,0
н._PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
н.в._PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
н.г_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
н_ADP,1,1,0,0,1,0,0,0,0,0,0,0,0
наблюдаться_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
н_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
набегаешься_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наберем_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
набирай_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
набираться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наблюдательный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
навредить_VERB,1,1,0,0,0,1,0,1,1,0,1,0,0
навряд_ADV,1,1,0,0,1,0,0,1,0,1,0,1,0
лунину_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
наврядли_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
надменность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
надоеданий_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
надоел_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
надоела_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
надумаешь_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
надышаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
